Transaction_ID,Risk_Incident,Risk_Type,Incident_Severity,Error_Code
TXN04509,0,None,None,None
TXN04510,1,Fraud,Medium,M003
TXN04511,0,None,None,None
TXN04512,0,None,None,None
TXN04513,0,None,None,None
TXN04514,0,None,None,None
TXN04515,0,None,None,None
TXN04516,0,None,None,None
TXN04517,0,None,None,None
TXN04518,1,Error,Low,M003
TXN04519,0,None,None,None
TXN04520,0,None,None,None
TXN04521,1,Misstatement,Medium,E002
TXN04522,0,None,None,None
TXN04523,1,Error,High,F001
TXN04524,0,None,None,None
TXN04525,0,None,None,None
TXN04526,0,None,None,None
TXN04527,0,None,None,None
TXN04528,1,Fraud,High,F001
TXN04529,0,None,None,None
TXN04530,0,None,None,None
TXN04531,0,None,None,None
TXN04532,0,None,None,None
TXN04533,0,None,None,None
TXN04534,0,None,None,None
TXN04535,0,None,None,None
TXN04536,0,None,None,None
TXN04537,0,None,None,None
TXN04538,0,None,None,None
TXN04539,0,None,None,None
TXN04540,0,None,None,None
TXN04541,0,None,None,None
TXN04542,0,None,None,None
TXN04543,0,None,None,None
TXN04544,0,None,None,None
TXN04545,0,None,None,None
TXN04546,0,None,None,None
TXN04547,0,None,None,None
TXN04548,0,None,None,None
TXN04549,0,None,None,None
TXN04550,0,None,None,None
TXN04551,1,Error,Medium,M003
TXN04552,0,None,None,None
TXN04553,0,None,None,None
TXN04554,1,Fraud,Low,E002
TXN04555,0,None,None,None
TXN04556,0,None,None,None
TXN04557,0,None,None,None
TXN04558,0,None,None,None
TXN04559,1,Misstatement,High,F001
TXN04560,1,Fraud,Low,F001
TXN04561,0,None,None,None
TXN04562,0,None,None,None
TXN04563,1,Fraud,Medium,F001
TXN04564,0,None,None,None
TXN04565,0,None,None,None
TXN04566,1,Fraud,Low,F001
TXN04567,0,None,None,None
TXN04568,0,None,None,None
TXN04569,0,None,None,None
TXN04570,1,Misstatement,Medium,F001
TXN04571,0,None,None,None
TXN04572,0,None,None,None
TXN04573,0,None,None,None
TXN04574,0,None,None,None
TXN04575,0,None,None,None
TXN04576,0,None,None,None
TXN04577,0,None,None,None
TXN04578,0,None,None,None
TXN04579,1,Fraud,High,M003
TXN04580,0,None,None,None
TXN04581,1,Fraud,Medium,M003
TXN04582,0,None,None,None
TXN04583,0,None,None,None
TXN04584,0,None,None,None
TXN04585,0,None,None,None
TXN04586,1,Error,High,M003
TXN04587,0,None,None,None
TXN04588,0,None,None,None
TXN04589,0,None,None,None
TXN04590,0,None,None,None
TXN04591,0,None,None,None
TXN04592,0,None,None,None
TXN04593,0,None,None,None
TXN04594,0,None,None,None
TXN04595,0,None,None,None
TXN04596,0,None,None,None
TXN04597,0,None,None,None
TXN04598,0,None,None,None
TXN04599,0,None,None,None
TXN04600,0,None,None,None
TXN04601,0,None,None,None
TXN04602,0,None,None,None
TXN04603,1,Misstatement,Medium,E002
TXN04604,0,None,None,None
TXN04605,0,None,None,None
TXN04606,1,Error,High,F001
TXN04607,0,None,None,None
TXN04608,0,None,None,None
TXN04609,1,Misstatement,Medium,M003
TXN04610,0,None,None,None
TXN04611,0,None,None,None
TXN04612,0,None,None,None
TXN04613,0,None,None,None
TXN04614,0,None,None,None
TXN04615,0,None,None,None
TXN04616,0,None,None,None
TXN04617,0,None,None,None
TXN04618,1,Error,Medium,E002
TXN04619,0,None,None,None
TXN04620,1,Error,Medium,F001
TXN04621,1,Fraud,High,M003
TXN04622,0,None,None,None
TXN04623,0,None,None,None
TXN04624,0,None,None,None
TXN04625,1,Fraud,High,M003
TXN04626,0,None,None,None
TXN04627,0,None,None,None
TXN04628,0,None,None,None
TXN04629,0,None,None,None
TXN04630,0,None,None,None
TXN04631,0,None,None,None
TXN04632,0,None,None,None
TXN04633,0,None,None,None
TXN04634,1,Misstatement,High,F001
TXN04635,0,None,None,None
TXN04636,1,Misstatement,Medium,F001
TXN04637,0,None,None,None
TXN04638,0,None,None,None
TXN04639,0,None,None,None
TXN04640,0,None,None,None
TXN04641,1,Error,High,E002
TXN04642,0,None,None,None
TXN04643,1,Misstatement,High,F001
TXN04644,0,None,None,None
TXN04645,0,None,None,None
TXN04646,0,None,None,None
TXN04647,0,None,None,None
TXN04648,0,None,None,None
TXN04649,1,Misstatement,Medium,M003
TXN04650,0,None,None,None
TXN04651,0,None,None,None
TXN04652,0,None,None,None
TXN04653,0,None,None,None
TXN04654,0,None,None,None
TXN04655,0,None,None,None
TXN04656,0,None,None,None
TXN04657,0,None,None,None
TXN04658,0,None,None,None
TXN04659,0,None,None,None
TXN04660,0,None,None,None
TXN04661,0,None,None,None
TXN04662,0,None,None,None
TXN04663,0,None,None,None
TXN04664,0,None,None,None
TXN04665,0,None,None,None
TXN04666,0,None,None,None
TXN04667,0,None,None,None
TXN04668,0,None,None,None
TXN04669,0,None,None,None
TXN04670,0,None,None,None
TXN04671,0,None,None,None
TXN04672,1,Error,Medium,M003
TXN04673,0,None,None,None
TXN04674,0,None,None,None
TXN04675,0,None,None,None
TXN04676,1,Error,High,M003
TXN04677,0,None,None,None
TXN04678,1,Misstatement,High,F001
TXN04679,0,None,None,None
TXN04680,0,None,None,None
TXN04681,0,None,None,None
TXN04682,0,None,None,None
TXN04683,1,Misstatement,Low,E002
TXN04684,0,None,None,None
TXN04685,0,None,None,None
TXN04686,0,None,None,None
TXN04687,0,None,None,None
TXN04688,0,None,None,None
TXN04689,0,None,None,None
TXN04690,1,Fraud,Low,E002
TXN04691,0,None,None,None
TXN04692,0,None,None,None
TXN04693,0,None,None,None
TXN04694,0,None,None,None
TXN04695,0,None,None,None
TXN04696,1,Error,Medium,E002
TXN04697,0,None,None,None
TXN04698,0,None,None,None
TXN04699,0,None,None,None
TXN04700,1,Error,High,F001
TXN04701,0,None,None,None
TXN04702,0,None,None,None
TXN04703,0,None,None,None
TXN04704,0,None,None,None
TXN04705,0,None,None,None
TXN04706,0,None,None,None
TXN04707,0,None,None,None
TXN04708,0,None,None,None
TXN04709,0,None,None,None
TXN04710,0,None,None,None
TXN04711,0,None,None,None
TXN04712,0,None,None,None
TXN04713,0,None,None,None
TXN04714,0,None,None,None
TXN04715,0,None,None,None
TXN04716,0,None,None,None
TXN04717,0,None,None,None
TXN04718,1,Error,Low,F001
TXN04719,0,None,None,None
TXN04720,1,Misstatement,High,F001
TXN04721,0,None,None,None
TXN04722,0,None,None,None
TXN04723,0,None,None,None
TXN04724,0,None,None,None
TXN04725,0,None,None,None
TXN04726,0,None,None,None
TXN04727,1,Misstatement,Low,E002
TXN04728,0,None,None,None
TXN04729,0,None,None,None
TXN04730,0,None,None,None
TXN04731,0,None,None,None
TXN04732,0,None,None,None
TXN04733,0,None,None,None
TXN04734,1,Error,Medium,F001
TXN04735,0,None,None,None
TXN04736,0,None,None,None
TXN04737,0,None,None,None
TXN04738,0,None,None,None
TXN04739,0,None,None,None
TXN04740,0,None,None,None
TXN04741,0,None,None,None
TXN04742,0,None,None,None
TXN04743,0,None,None,None
TXN04744,1,Misstatement,High,E002
TXN04745,0,None,None,None
TXN04746,0,None,None,None
TXN04747,0,None,None,None
TXN04748,0,None,None,None
TXN04749,0,None,None,None
TXN04750,0,None,None,None
TXN04751,0,None,None,None
TXN04752,0,None,None,None
TXN04753,0,None,None,None
TXN04754,0,None,None,None
TXN04755,1,Error,Medium,E002
TXN04756,1,Misstatement,High,E002
TXN04757,0,None,None,None
TXN04758,0,None,None,None
TXN04759,0,None,None,None
TXN04760,1,Fraud,High,F001
TXN04761,0,None,None,None
TXN04762,1,Error,High,M003
TXN04763,0,None,None,None
TXN04764,0,None,None,None
TXN04765,0,None,None,None
TXN04766,1,Error,Low,M003
TXN04767,1,Fraud,Medium,M003
TXN04768,0,None,None,None
TXN04769,0,None,None,None
TXN04770,0,None,None,None
TXN04771,0,None,None,None
TXN04772,0,None,None,None
TXN04773,0,None,None,None
TXN04774,0,None,None,None
TXN04775,0,None,None,None
TXN04776,0,None,None,None
TXN04777,0,None,None,None
TXN04778,0,None,None,None
TXN04779,0,None,None,None
TXN04780,0,None,None,None
TXN04781,0,None,None,None
TXN04782,0,None,None,None
TXN04783,0,None,None,None
TXN04784,0,None,None,None
TXN04785,0,None,None,None
TXN04786,0,None,None,None
TXN04787,1,Fraud,High,F001
TXN04788,1,Fraud,Low,F001
TXN04789,0,None,None,None
TXN04790,0,None,None,None
TXN04791,0,None,None,None
TXN04792,1,Misstatement,High,E002
TXN04793,0,None,None,None
TXN04794,0,None,None,None
TXN04795,0,None,None,None
TXN04796,0,None,None,None
TXN04797,0,None,None,None
TXN04798,0,None,None,None
TXN04799,0,None,None,None
TXN04800,0,None,None,None
TXN04801,0,None,None,None
TXN04802,0,None,None,None
TXN04803,1,Error,Low,F001
TXN04804,0,None,None,None
TXN04805,0,None,None,None
TXN04806,0,None,None,None
TXN04807,0,None,None,None
TXN04808,1,Fraud,Low,F001
TXN04809,0,None,None,None
TXN04810,1,Error,Low,E002
TXN04811,0,None,None,None
TXN04812,1,Misstatement,High,F001
TXN04813,0,None,None,None
TXN04814,0,None,None,None
TXN04815,0,None,None,None
TXN04816,1,Error,Medium,E002
TXN04817,1,Fraud,Low,M003
TXN04818,0,None,None,None
TXN04819,1,Error,Low,M003
TXN04820,0,None,None,None
TXN04821,0,None,None,None
TXN04822,0,None,None,None
TXN04823,0,None,None,None
TXN04824,0,None,None,None
TXN04825,0,None,None,None
TXN04826,0,None,None,None
TXN04827,0,None,None,None
TXN04828,0,None,None,None
TXN04829,0,None,None,None
TXN04830,0,None,None,None
TXN04831,0,None,None,None
TXN04832,0,None,None,None
TXN04833,0,None,None,None
TXN04834,0,None,None,None
TXN04835,0,None,None,None
TXN04836,0,None,None,None
TXN04837,0,None,None,None
TXN04838,0,None,None,None
TXN04839,0,None,None,None
TXN04840,0,None,None,None
TXN04841,1,Fraud,Low,E002
TXN04842,1,Misstatement,High,F001
TXN04843,0,None,None,None
TXN04844,0,None,None,None
TXN04845,0,None,None,None
TXN04846,0,None,None,None
TXN04847,1,Misstatement,Low,F001
TXN04848,0,None,None,None
TXN04849,0,None,None,None
TXN04850,0,None,None,None
TXN04851,1,Fraud,Medium,E002
TXN04852,0,None,None,None
TXN04853,0,None,None,None
TXN04854,0,None,None,None
TXN04855,0,None,None,None
TXN04856,0,None,None,None
TXN04857,0,None,None,None
TXN04858,1,Fraud,High,F001
TXN04859,1,Misstatement,Low,M003
TXN04860,1,Error,Medium,F001
TXN04861,0,None,None,None
TXN04862,0,None,None,None
TXN04863,0,None,None,None
TXN04864,0,None,None,None
TXN04865,0,None,None,None
TXN04866,0,None,None,None
TXN04867,0,None,None,None
TXN04868,0,None,None,None
TXN04869,0,None,None,None
TXN04870,0,None,None,None
TXN04871,0,None,None,None
TXN04872,0,None,None,None
TXN04873,0,None,None,None
TXN04874,0,None,None,None
TXN04875,0,None,None,None
TXN04876,0,None,None,None
TXN04877,0,None,None,None
TXN04878,0,None,None,None
TXN04879,0,None,None,None
TXN04880,0,None,None,None
TXN04881,0,None,None,None
TXN04882,0,None,None,None
TXN04883,0,None,None,None
TXN04884,0,None,None,None
TXN04885,0,None,None,None
TXN04886,1,Error,Medium,M003
TXN04887,0,None,None,None
TXN04888,0,None,None,None
TXN04889,0,None,None,None
TXN04890,0,None,None,None
TXN04891,0,None,None,None
TXN04892,0,None,None,None
TXN04893,0,None,None,None
TXN04894,0,None,None,None
TXN04895,0,None,None,None
TXN04896,0,None,None,None
TXN04897,0,None,None,None
TXN04898,0,None,None,None
TXN04899,0,None,None,None
TXN04900,1,Error,Low,F001
TXN04901,0,None,None,None
TXN04902,0,None,None,None
TXN04903,0,None,None,None
TXN04904,0,None,None,None
TXN04905,1,Fraud,Medium,E002
TXN04906,0,None,None,None
TXN04907,1,Misstatement,Medium,E002
TXN04908,0,None,None,None
TXN04909,0,None,None,None
TXN04910,0,None,None,None
TXN04911,1,Fraud,Medium,E002
TXN04912,0,None,None,None
TXN04913,0,None,None,None
TXN04914,0,None,None,None
TXN04915,0,None,None,None
TXN04916,1,Error,High,F001
TXN04917,0,None,None,None
TXN04918,0,None,None,None
TXN04919,0,None,None,None
TXN04920,0,None,None,None
TXN04921,1,Fraud,Low,E002
TXN04922,0,None,None,None
TXN04923,0,None,None,None
TXN04924,1,Fraud,High,F001
TXN04925,0,None,None,None
TXN04926,0,None,None,None
TXN04927,0,None,None,None
TXN04928,0,None,None,None
TXN04929,0,None,None,None
TXN04930,1,Misstatement,Medium,F001
TXN04931,0,None,None,None
TXN04932,0,None,None,None
TXN04933,1,Error,Low,F001
TXN04934,0,None,None,None
TXN04935,0,None,None,None
TXN04936,0,None,None,None
TXN04937,1,Misstatement,Medium,M003
TXN04938,0,None,None,None
TXN04939,0,None,None,None
TXN04940,0,None,None,None
TXN04941,0,None,None,None
TXN04942,0,None,None,None
TXN04943,0,None,None,None
TXN04944,0,None,None,None
TXN04945,0,None,None,None
TXN04946,1,Fraud,High,F001
TXN04947,0,None,None,None
TXN04948,0,None,None,None
TXN04949,0,None,None,None
TXN04950,0,None,None,None
TXN04951,0,None,None,None
TXN04952,0,None,None,None
TXN04953,0,None,None,None
TXN04954,0,None,None,None
TXN04955,0,None,None,None
TXN04956,0,None,None,None
TXN04957,0,None,None,None
TXN04958,0,None,None,None
TXN04959,0,None,None,None
TXN04960,0,None,None,None
TXN04961,0,None,None,None
TXN04962,0,None,None,None
TXN04963,0,None,None,None
TXN04964,0,None,None,None
TXN04965,0,None,None,None
TXN04966,0,None,None,None
TXN04967,1,Misstatement,Medium,F001
TXN04968,0,None,None,None
TXN04969,1,Fraud,Medium,E002
TXN04970,0,None,None,None
TXN04971,0,None,None,None
TXN04972,1,Error,High,M003
TXN04973,0,None,None,None
TXN04974,0,None,None,None
TXN04975,0,None,None,None
TXN04976,0,None,None,None
TXN04977,0,None,None,None
TXN04978,0,None,None,None
TXN04979,0,None,None,None
TXN04980,0,None,None,None
TXN04981,1,Misstatement,Medium,M003
TXN04982,0,None,None,None
TXN04983,0,None,None,None
TXN04984,0,None,None,None
TXN04985,0,None,None,None
TXN04986,0,None,None,None
TXN04987,0,None,None,None
TXN04988,0,None,None,None
TXN04989,0,None,None,None
TXN04990,0,None,None,None
TXN04991,1,Misstatement,Low,F001
TXN04992,0,None,None,None
TXN04993,0,None,None,None
TXN04994,0,None,None,None
TXN04995,0,None,None,None
TXN04996,1,Error,Low,F001
TXN04997,0,None,None,None
TXN04998,0,None,None,None
TXN04999,0,None,None,None
TXN05000,0,None,None,None
TXN05001,0,None,None,None
TXN05002,0,None,None,None
TXN05003,1,Error,Low,F001
TXN05004,0,None,None,None
TXN05005,1,Misstatement,High,M003
TXN05006,0,None,None,None
TXN05007,0,None,None,None
TXN05008,0,None,None,None
TXN05009,0,None,None,None
TXN05010,0,None,None,None
TXN05011,0,None,None,None
TXN05012,0,None,None,None
TXN05013,0,None,None,None
TXN05014,0,None,None,None
TXN05015,0,None,None,None
TXN05016,0,None,None,None
TXN05017,0,None,None,None
TXN05018,0,None,None,None
TXN05019,0,None,None,None
TXN05020,1,Error,Medium,M003
TXN05021,0,None,None,None
TXN05022,0,None,None,None
TXN05023,1,Error,Low,F001
TXN05024,0,None,None,None
TXN05025,1,Fraud,High,M003
TXN05026,0,None,None,None
TXN05027,0,None,None,None
TXN05028,0,None,None,None
TXN05029,0,None,None,None
TXN05030,0,None,None,None
TXN05031,0,None,None,None
TXN05032,0,None,None,None
TXN05033,0,None,None,None
TXN05034,0,None,None,None
TXN05035,0,None,None,None
TXN05036,0,None,None,None
TXN05037,0,None,None,None
TXN05038,1,Misstatement,Low,E002
TXN05039,0,None,None,None
TXN05040,1,Error,Low,M003
TXN05041,0,None,None,None
TXN05042,0,None,None,None
TXN05043,0,None,None,None
TXN05044,0,None,None,None
TXN05045,0,None,None,None
TXN05046,0,None,None,None
TXN05047,0,None,None,None
TXN05048,0,None,None,None
TXN05049,0,None,None,None
TXN05050,0,None,None,None
TXN05051,0,None,None,None
TXN05052,0,None,None,None
TXN05053,0,None,None,None
TXN05054,0,None,None,None
TXN05055,0,None,None,None
TXN05056,0,None,None,None
TXN05057,0,None,None,None
TXN05058,0,None,None,None
TXN05059,0,None,None,None
TXN05060,0,None,None,None
TXN05061,1,Fraud,Low,F001
TXN05062,1,Fraud,Medium,M003
TXN05063,0,None,None,None
TXN05064,0,None,None,None
TXN05065,0,None,None,None
TXN05066,0,None,None,None
TXN05067,0,None,None,None
TXN05068,0,None,None,None
TXN05069,1,Misstatement,Low,E002
TXN05070,0,None,None,None
TXN05071,0,None,None,None
TXN05072,0,None,None,None
TXN05073,0,None,None,None
TXN05074,0,None,None,None
TXN05075,1,Fraud,Low,E002
TXN05076,0,None,None,None
TXN05077,0,None,None,None
TXN05078,0,None,None,None
TXN05079,0,None,None,None
TXN05080,0,None,None,None
TXN05081,0,None,None,None
TXN05082,0,None,None,None
TXN05083,0,None,None,None
TXN05084,0,None,None,None
TXN05085,0,None,None,None
TXN05086,0,None,None,None
TXN05087,0,None,None,None
TXN05088,0,None,None,None
TXN05089,0,None,None,None
TXN05090,0,None,None,None
TXN05091,0,None,None,None
TXN05092,0,None,None,None
TXN05093,0,None,None,None
TXN05094,0,None,None,None
TXN05095,0,None,None,None
TXN05096,0,None,None,None
TXN05097,0,None,None,None
TXN05098,0,None,None,None
TXN05099,0,None,None,None
TXN05100,0,None,None,None
TXN05101,0,None,None,None
TXN05102,0,None,None,None
TXN05103,0,None,None,None
TXN05104,0,None,None,None
TXN05105,0,None,None,None
TXN05106,0,None,None,None
TXN05107,0,None,None,None
TXN05108,0,None,None,None
TXN05109,0,None,None,None
TXN05110,1,Error,High,F001
TXN05111,1,Misstatement,Low,F001
TXN05112,1,Error,High,F001
TXN05113,0,None,None,None
TXN05114,0,None,None,None
TXN05115,0,None,None,None
TXN05116,0,None,None,None
TXN05117,0,None,None,None
TXN05118,0,None,None,None
TXN05119,0,None,None,None
TXN05120,0,None,None,None
TXN05121,0,None,None,None
TXN05122,1,Error,High,E002
TXN05123,0,None,None,None
TXN05124,0,None,None,None
TXN05125,1,Fraud,High,M003
TXN05126,0,None,None,None
TXN05127,0,None,None,None
TXN05128,0,None,None,None
TXN05129,0,None,None,None
TXN05130,1,Misstatement,Low,M003
TXN05131,0,None,None,None
TXN05132,0,None,None,None
TXN05133,0,None,None,None
TXN05134,0,None,None,None
TXN05135,1,Misstatement,Low,F001
TXN05136,0,None,None,None
TXN05137,0,None,None,None
TXN05138,0,None,None,None
TXN05139,0,None,None,None
TXN05140,1,Error,Medium,E002
TXN05141,0,None,None,None
TXN05142,0,None,None,None
TXN05143,0,None,None,None
TXN05144,0,None,None,None
TXN05145,0,None,None,None
TXN05146,1,Error,High,M003
TXN05147,0,None,None,None
TXN05148,1,Fraud,Medium,E002
TXN05149,0,None,None,None
TXN05150,0,None,None,None
TXN05151,0,None,None,None
TXN05152,0,None,None,None
TXN05153,1,Error,High,E002
TXN05154,0,None,None,None
TXN05155,0,None,None,None
TXN05156,0,None,None,None
TXN05157,0,None,None,None
TXN05158,0,None,None,None
TXN05159,0,None,None,None
TXN05160,0,None,None,None
TXN05161,0,None,None,None
TXN05162,0,None,None,None
TXN05163,0,None,None,None
TXN05164,0,None,None,None
TXN05165,0,None,None,None
TXN05166,1,Misstatement,High,M003
TXN05167,0,None,None,None
TXN05168,0,None,None,None
TXN05169,0,None,None,None
TXN05170,0,None,None,None
TXN05171,0,None,None,None
TXN05172,0,None,None,None
TXN05173,0,None,None,None
TXN05174,0,None,None,None
TXN05175,0,None,None,None
TXN05176,0,None,None,None
TXN05177,1,Error,Medium,E002
TXN05178,0,None,None,None
TXN05179,0,None,None,None
TXN05180,1,Fraud,High,F001
TXN05181,0,None,None,None
TXN05182,0,None,None,None
TXN05183,0,None,None,None
TXN05184,1,Misstatement,Medium,F001
TXN05185,0,None,None,None
TXN05186,1,Misstatement,Low,E002
TXN05187,0,None,None,None
TXN05188,0,None,None,None
TXN05189,1,Error,High,M003
TXN05190,0,None,None,None
TXN05191,0,None,None,None
TXN05192,0,None,None,None
TXN05193,0,None,None,None
TXN05194,1,Error,High,M003
TXN05195,0,None,None,None
TXN05196,0,None,None,None
TXN05197,0,None,None,None
TXN05198,0,None,None,None
TXN05199,0,None,None,None
TXN05200,0,None,None,None
TXN05201,0,None,None,None
TXN05202,1,Fraud,Low,E002
TXN05203,0,None,None,None
TXN05204,0,None,None,None
TXN05205,1,Fraud,Medium,F001
TXN05206,0,None,None,None
TXN05207,0,None,None,None
TXN05208,0,None,None,None
TXN05209,1,Misstatement,Medium,E002
TXN05210,0,None,None,None
TXN05211,1,Fraud,Medium,E002
TXN05212,0,None,None,None
TXN05213,0,None,None,None
TXN05214,0,None,None,None
TXN05215,0,None,None,None
TXN05216,0,None,None,None
TXN05217,0,None,None,None
TXN05218,0,None,None,None
TXN05219,0,None,None,None
TXN05220,0,None,None,None
TXN05221,0,None,None,None
TXN05222,0,None,None,None
TXN05223,0,None,None,None
TXN05224,0,None,None,None
TXN05225,0,None,None,None
TXN05226,0,None,None,None
TXN05227,0,None,None,None
TXN05228,1,Fraud,Medium,M003
TXN05229,0,None,None,None
TXN05230,0,None,None,None
TXN05231,0,None,None,None
TXN05232,0,None,None,None
TXN05233,0,None,None,None
TXN05234,0,None,None,None
TXN05235,0,None,None,None
TXN05236,0,None,None,None
TXN05237,0,None,None,None
TXN05238,0,None,None,None
TXN05239,0,None,None,None
TXN05240,0,None,None,None
TXN05241,1,Error,Medium,F001
TXN05242,0,None,None,None
TXN05243,0,None,None,None
TXN05244,1,Fraud,Low,E002
TXN05245,0,None,None,None
TXN05246,0,None,None,None
TXN05247,0,None,None,None
TXN05248,1,Error,Low,E002
TXN05249,0,None,None,None
TXN05250,0,None,None,None
TXN05251,0,None,None,None
TXN05252,1,Misstatement,High,M003
TXN05253,0,None,None,None
TXN05254,0,None,None,None
TXN05255,1,Misstatement,Low,M003
TXN05256,0,None,None,None
TXN05257,0,None,None,None
TXN05258,0,None,None,None
TXN05259,0,None,None,None
TXN05260,1,Error,Medium,E002
TXN05261,0,None,None,None
TXN05262,0,None,None,None
TXN05263,0,None,None,None
TXN05264,0,None,None,None
TXN05265,1,Error,High,E002
TXN05266,0,None,None,None
TXN05267,0,None,None,None
TXN05268,0,None,None,None
TXN05269,1,Misstatement,Medium,F001
TXN05270,0,None,None,None
TXN05271,0,None,None,None
TXN05272,0,None,None,None
TXN05273,0,None,None,None
TXN05274,0,None,None,None
TXN05275,0,None,None,None
TXN05276,0,None,None,None
TXN05277,0,None,None,None
TXN05278,0,None,None,None
TXN05279,1,Fraud,Low,F001
TXN05280,0,None,None,None
TXN05281,1,Error,Low,F001
TXN05282,0,None,None,None
TXN05283,0,None,None,None
TXN05284,1,Error,High,F001
TXN05285,0,None,None,None
TXN05286,0,None,None,None
TXN05287,1,Misstatement,Medium,E002
TXN05288,0,None,None,None
TXN05289,0,None,None,None
TXN05290,0,None,None,None
TXN05291,0,None,None,None
TXN05292,0,None,None,None
TXN05293,0,None,None,None
TXN05294,0,None,None,None
TXN05295,0,None,None,None
TXN05296,0,None,None,None
TXN05297,0,None,None,None
TXN05298,0,None,None,None
TXN05299,0,None,None,None
TXN05300,0,None,None,None
TXN05301,0,None,None,None
TXN05302,0,None,None,None
TXN05303,0,None,None,None
TXN05304,1,Fraud,Low,F001
TXN05305,0,None,None,None
TXN05306,0,None,None,None
TXN05307,0,None,None,None
TXN05308,0,None,None,None
TXN05309,1,Fraud,High,E002
TXN05310,1,Fraud,Low,E002
TXN05311,0,None,None,None
TXN05312,0,None,None,None
TXN05313,1,Fraud,High,E002
TXN05314,1,Misstatement,Medium,E002
TXN05315,0,None,None,None
TXN05316,0,None,None,None
TXN05317,0,None,None,None
TXN05318,1,Fraud,High,E002
TXN05319,0,None,None,None
TXN05320,0,None,None,None
TXN05321,0,None,None,None
TXN05322,0,None,None,None
TXN05323,0,None,None,None
TXN05324,1,Misstatement,Low,E002
TXN05325,0,None,None,None
TXN05326,0,None,None,None
TXN05327,0,None,None,None
TXN05328,0,None,None,None
TXN05329,0,None,None,None
TXN05330,0,None,None,None
TXN05331,0,None,None,None
TXN05332,0,None,None,None
TXN05333,0,None,None,None
TXN05334,0,None,None,None
TXN05335,1,Misstatement,High,F001
TXN05336,1,Misstatement,Medium,M003
TXN05337,0,None,None,None
TXN05338,0,None,None,None
TXN05339,1,Misstatement,High,F001
TXN05340,0,None,None,None
TXN05341,0,None,None,None
TXN05342,1,Error,High,E002
TXN05343,0,None,None,None
TXN05344,0,None,None,None
TXN05345,1,Misstatement,Low,E002
TXN05346,0,None,None,None
TXN05347,0,None,None,None
TXN05348,0,None,None,None
TXN05349,0,None,None,None
TXN05350,0,None,None,None
TXN05351,0,None,None,None
TXN05352,1,Misstatement,Low,E002
TXN05353,0,None,None,None
TXN05354,0,None,None,None
TXN05355,0,None,None,None
TXN05356,0,None,None,None
TXN05357,0,None,None,None
TXN05358,1,Misstatement,Medium,F001
TXN05359,1,Fraud,Low,F001
TXN05360,0,None,None,None
TXN05361,0,None,None,None
TXN05362,0,None,None,None
TXN05363,0,None,None,None
TXN05364,0,None,None,None
TXN05365,0,None,None,None
TXN05366,1,Fraud,Low,M003
TXN05367,0,None,None,None
TXN05368,0,None,None,None
TXN05369,0,None,None,None
TXN05370,0,None,None,None
TXN05371,0,None,None,None
TXN05372,0,None,None,None
TXN05373,0,None,None,None
TXN05374,0,None,None,None
TXN05375,0,None,None,None
TXN05376,0,None,None,None
TXN05377,0,None,None,None
TXN05378,0,None,None,None
TXN05379,0,None,None,None
TXN05380,0,None,None,None
TXN05381,0,None,None,None
TXN05382,0,None,None,None
TXN05383,0,None,None,None
TXN05384,0,None,None,None
TXN05385,0,None,None,None
TXN05386,0,None,None,None
TXN05387,0,None,None,None
TXN05388,1,Fraud,Low,E002
TXN05389,0,None,None,None
TXN05390,1,Misstatement,Low,F001
TXN05391,0,None,None,None
TXN05392,0,None,None,None
TXN05393,1,Misstatement,Medium,E002
TXN05394,0,None,None,None
TXN05395,0,None,None,None
TXN05396,0,None,None,None
TXN05397,0,None,None,None
TXN05398,0,None,None,None
TXN05399,0,None,None,None
TXN05400,1,Fraud,Low,E002
TXN05401,0,None,None,None
TXN05402,1,Error,Medium,M003
TXN05403,1,Error,Medium,E002
TXN05404,0,None,None,None
TXN05405,0,None,None,None
TXN05406,1,Error,Low,E002
TXN05407,1,Fraud,Low,E002
TXN05408,0,None,None,None
TXN05409,0,None,None,None
TXN05410,0,None,None,None
TXN05411,0,None,None,None
TXN05412,0,None,None,None
TXN05413,0,None,None,None
TXN05414,0,None,None,None
TXN05415,0,None,None,None
TXN05416,0,None,None,None
TXN05417,0,None,None,None
TXN05418,0,None,None,None
TXN05419,0,None,None,None
TXN05420,0,None,None,None
TXN05421,0,None,None,None
TXN05422,0,None,None,None
TXN05423,1,Misstatement,Medium,M003
TXN05424,0,None,None,None
TXN05425,0,None,None,None
TXN05426,0,None,None,None
TXN05427,1,Error,Low,F001
TXN05428,0,None,None,None
TXN05429,0,None,None,None
TXN05430,0,None,None,None
TXN05431,0,None,None,None
TXN05432,0,None,None,None
TXN05433,0,None,None,None
TXN05434,0,None,None,None
TXN05435,0,None,None,None
TXN05436,0,None,None,None
TXN05437,0,None,None,None
TXN05438,0,None,None,None
TXN05439,0,None,None,None
TXN05440,0,None,None,None
TXN05441,0,None,None,None
TXN05442,0,None,None,None
TXN05443,0,None,None,None
TXN05444,1,Misstatement,High,M003
TXN05445,0,None,None,None
TXN05446,0,None,None,None
TXN05447,0,None,None,None
TXN05448,0,None,None,None
TXN05449,0,None,None,None
TXN05450,0,None,None,None
TXN05451,0,None,None,None
TXN05452,0,None,None,None
TXN05453,0,None,None,None
TXN05454,0,None,None,None
