User_ID,System_Latency,Login_Frequency,Failed_Attempts,IP_Region
U080,156.79,7,1,KP
U038,212.81,2,1,CL
U411,270,3,1,KN
U113,226.5,1,0,BH
U100,268.82,10,2,CL
U421,133.26,10,0,NA
U389,176.97,3,1,GR
U152,115.81,9,0,ID
U460,288.21,7,5,SR
U359,232.56,9,5,MU
U142,131.65,8,5,GR
U091,495.1,9,2,MT
U043,144.84,5,4,MY
U414,367.04,3,0,BI
U412,142.71,8,4,PS
U117,425.77,8,0,AT
U318,241.16,6,2,TW
U203,372.51,2,5,GA
U256,249.15,6,4,GA
U097,322.75,4,2,LS
U400,147,7,1,AM
U363,326.46,8,2,AT
U261,340.66,3,0,PG
U141,223.31,1,3,CY
U337,143.54,10,1,CU
U256,476.03,8,4,BO
U413,275.68,6,1,LV
U182,435.27,1,2,VU
U396,440.12,7,4,BS
U206,410.35,7,5,JM
U250,202.69,10,0,ER
U276,352.78,10,5,GR
U190,373.51,2,5,LB
U064,292.41,3,4,NR
U440,421.58,9,4,KP
U082,442.7,6,2,VA
U137,488.25,7,4,BG
U171,364.52,9,0,CO
U301,451.24,6,4,ID
U045,427.42,10,5,RU
U234,433.26,5,2,TZ
U223,140.61,5,1,SL
U219,115.95,2,3,LU
U224,484.97,7,1,BA
U446,191.48,5,1,LR
U128,429.2,10,1,US
U417,380.24,4,0,TH
U127,148.66,4,1,EC
U482,283.43,2,4,HT
U155,288.72,2,1,AU
U117,164.86,2,5,EE
U095,222.92,6,4,GB
U060,250.3,7,3,ZM
U418,265.32,9,5,TG
U459,201.59,6,2,ML
U198,217.01,5,2,IT
U098,251.89,1,3,UZ
U119,267.77,3,4,TL
U323,246.19,7,2,AU
U394,479.34,3,5,VA
U046,302.03,2,0,AZ
U458,461.03,9,1,BD
U121,172.01,1,1,BD
U089,373.27,7,0,UZ
U399,133.6,1,5,AO
U274,365.71,4,4,CN
U448,191.17,7,0,RW
U014,303.4,4,2,SY
U485,409.06,3,1,DZ
U472,446.72,4,4,FM
U402,442.47,6,5,BY
U297,418.06,2,2,ES
U368,445.58,9,3,BZ
U178,353.09,6,5,BN
U045,208.74,3,5,BI
U100,398.35,3,4,ZA
U336,372.28,10,5,CD
U115,406.97,2,1,MZ
U406,473.42,7,3,CO
U003,338.28,6,4,TD
U150,384.1,7,2,RS
U273,412.46,2,0,NZ
U008,283.02,4,1,AT
U255,386.82,1,1,PG
U328,491.65,8,5,KZ
U346,136.93,4,2,AE
U357,443.68,10,3,IQ
U336,466.18,9,2,KN
U206,219.73,8,0,MR
U068,312.11,2,4,LC
U102,468.33,5,1,GE
U089,496.98,9,5,KN
U154,108.01,5,2,SI
U222,101.99,6,4,ML
U051,364.22,5,0,NL
U276,253.8,5,2,CH
U068,440.29,4,3,IL
U216,445.57,1,0,PW
U421,202.03,1,5,AU
U103,262.07,8,1,PA
U072,452.79,5,0,NG
U216,418.22,6,0,CU
U323,161.87,8,5,JO
U147,399.51,8,2,MD
U119,324.14,8,0,CZ
U081,437.2,5,5,GT
U493,301.26,2,3,IS
U468,324.06,5,4,LU
U254,357.61,7,4,IS
U376,290.64,6,1,LS
U094,197.56,2,2,MY
U211,258.92,9,0,RU
U132,355.44,4,0,CA
U214,422.22,2,3,CY
U394,267.22,7,3,AF
U040,201.86,4,0,IE
U224,328.87,4,5,BF
U039,470.09,3,5,IL
U074,281.11,6,3,LY
U420,118.11,4,5,BB
U392,199.29,4,0,SI
U265,442.59,7,0,TR
U335,240.24,4,5,TO
U488,325.16,1,0,LC
U426,442,6,4,KN
U403,281.83,8,5,BA
U385,269.38,6,5,AM
U398,438.67,8,1,GE
U033,328.66,9,0,IL
U203,222.64,7,3,CZ
U138,274.09,7,1,NA
U189,283.09,1,2,NR
U116,270.04,8,4,IN
U102,480.16,1,5,VN
U395,401.42,3,4,KW
U469,376.83,6,3,TR
U186,132.65,1,1,KZ
U317,148.2,8,1,LK
U002,175.89,7,0,JM
U430,245.91,7,2,TV
U277,252.22,7,2,LC
U240,201.25,1,1,FJ
U403,237,7,5,SV
U409,363.13,10,1,ML
U351,344.49,6,4,BF
U066,145.29,1,3,VE
U326,274.09,9,2,KM
U301,331.75,6,1,KG
U369,438.18,3,0,TJ
U336,438.73,7,3,BA
U298,312.38,2,2,CD
U051,242.01,1,1,GM
U031,400.81,7,4,EE
U121,279,9,3,JM
U226,330.06,10,0,MT
U325,110.46,7,1,TH
U246,249.91,6,5,CM
U226,361.04,6,1,BI
U379,393.46,4,2,AL
U151,185.02,3,0,AG
U279,456.42,7,5,US
U271,336.49,5,5,SD
U276,368.36,8,0,SK
U358,492.12,5,0,UA
U200,293.97,2,1,UA
U327,364.63,5,2,IS
U068,442.29,2,4,SZ
U154,414.04,3,1,TV
U189,290.99,5,3,MM
U277,292.53,1,5,BJ
U138,429.95,5,2,CG
U022,144.39,4,4,AM
U378,113.62,10,0,EC
U092,421.98,7,4,BN
U188,438.35,9,1,NA
U231,287.23,5,2,AO
U057,470.1,9,0,NO
U194,153.91,4,5,WS
U362,246.08,6,0,KP
U407,480.65,10,1,KE
U463,107.31,7,1,VU
U253,134.22,1,4,BO
U116,247.41,1,3,MK
U040,212.84,1,5,PK
U488,347.08,2,2,SM
U129,114.31,9,0,GB
U008,432.29,3,5,AZ
U002,348.36,1,4,UZ
U475,349.19,9,4,KN
U076,315.29,8,3,TM
U148,283.32,2,2,CO
U428,229.51,7,5,QA
U213,248.08,4,3,BD
U290,497.34,9,5,MN
U218,186.59,9,4,IQ
U421,203.33,2,5,NP
U288,462.58,10,2,ST
U292,473.52,4,1,FR
U214,319.83,10,1,IR
U298,242.77,3,2,MV
U485,393.03,8,0,FR
U321,383.81,2,5,BN
U497,361.8,10,4,MC
U422,256.15,2,5,MC
U355,433.38,9,0,CF
U071,401.13,10,5,SB
U326,264,10,1,OM
U233,196.81,4,3,KG
U193,235.31,9,2,KW
U368,208.59,2,1,ER
U204,173.5,10,0,FJ
U347,383.43,9,5,AM
U210,493.14,8,2,DK
U042,110.55,10,4,PT
U027,326.12,3,1,HT
U367,236.58,2,4,HR
U160,186.33,7,5,MT
U447,103.95,6,4,BE
U443,279.73,1,2,SN
U214,288.17,2,0,GH
U280,393.49,9,3,ET
U435,152.3,2,5,LV
U264,350.01,8,1,EC
U240,378.21,6,5,YE
U137,157.16,8,2,CA
U085,255.63,7,2,MY
U066,230.79,1,3,LU
U025,303,2,3,DO
U223,322.52,9,5,BJ
U365,124.08,1,4,JP
U427,386.96,9,1,VU
U500,332.43,7,3,CO
U416,209.08,8,5,VU
U298,475.36,6,4,KI
U447,163.04,3,3,LC
U330,452.56,3,4,MX
U033,493.01,7,5,AL
U080,426.76,3,1,TL
U295,109.14,5,4,MH
U131,263.9,10,5,CU
U097,269.47,2,1,LS
U357,344.05,6,0,MK
U217,112.45,3,2,GE
U296,354.49,9,2,MM
U010,411.15,10,0,CI
U178,274.07,4,2,MR
U153,450.06,3,5,ZA
U308,205.68,9,5,DZ
U196,168.99,2,3,JM
U083,461.79,7,0,FJ
U445,340.03,7,2,UY
U365,429.53,6,2,PG
U373,495.27,2,5,KP
U173,178.62,8,1,AU
U102,244.14,8,5,NL
U074,122.65,4,5,BT
U182,292.78,2,1,MY
U264,432.42,4,0,LK
U227,420.79,2,2,NO
U304,272.94,10,1,TZ
U387,189.57,8,2,SR
U353,298.29,5,4,NR
U232,412.37,10,2,DK
U225,372.31,4,4,TD
U139,202.42,2,0,KN
U269,211.28,4,2,RU
U315,142.47,6,4,AL
U051,497.5,3,4,RU
U480,325.7,8,4,ML
U105,125.85,7,1,HU
U056,144.68,3,5,DM
U153,177.22,6,3,IE
U246,372.14,6,4,TW
U367,332.78,10,3,TN
U480,108.68,4,2,KW
U127,434.54,8,2,RW
U263,288.29,7,1,MK
U258,169.44,6,1,CY
U327,342.95,2,5,EC
U076,237.71,2,3,AE
U264,139.64,9,1,JM
U359,342.58,3,0,LB
U195,239.47,6,2,TR
U404,345.22,7,5,SV
U110,312.06,7,0,CV
U345,292.14,6,1,SR
U240,303.85,2,4,TM
U494,183.26,7,0,FR
U390,291.3,4,1,MZ
U129,118.43,10,0,EE
U251,309.55,2,0,BR
U171,178.67,8,4,TO
U406,401.69,3,0,MH
U402,399.81,8,5,YE
U199,429.93,2,0,CH
U256,331.81,6,1,SG
U275,156.57,5,4,MT
U300,478.78,9,0,EE
U139,292.13,4,0,SZ
U097,192.68,7,0,SO
U392,432.48,3,5,SN
U323,272.88,9,2,UZ
U361,444.18,2,0,VC
U337,170.24,4,3,BE
U008,412.02,5,2,BO
U201,349.41,2,2,MC
U133,139.07,4,4,VE
U006,101.51,6,3,DK
U187,378.68,1,4,FR
U170,369.1,4,3,KN
U306,355.48,4,1,BG
U071,463.05,5,0,CI
U031,345.27,7,3,SK
U156,147.19,1,1,KI
U276,377.71,8,2,NE
U083,328.95,5,4,NI
U301,220.21,10,2,GD
U211,460.44,7,5,KN
U033,115.77,9,5,BF
U394,127.27,8,2,IQ
U406,142.79,6,1,OM
U406,162.28,8,0,MM
U142,284.86,5,2,CN
U418,339.82,5,1,PY
U476,137.77,7,2,BB
U216,273.86,6,2,PA
U043,242.89,5,5,AU
U153,239.55,5,3,GQ
U311,490.91,9,2,CZ
U202,361.41,3,2,IT
U325,111,2,0,KI
U118,175.43,9,4,GW
U116,192.2,8,1,BG
U309,425.44,4,1,TR
U115,399.74,10,4,FR
U107,123.82,9,1,CO
U027,246.98,3,4,HU
U423,480.82,2,5,LV
U309,493.55,3,4,GE
U307,371.99,6,4,BI
U413,358.52,6,0,VN
U174,201.52,9,3,DE
U191,186.74,9,0,MN
U370,478.98,8,1,PL
U290,216.03,8,3,MN
U277,175.55,5,5,GW
U123,370.27,1,0,TJ
U466,388.4,6,4,BZ
U124,242.9,1,2,KN
U057,444.71,4,5,CH
U040,398.34,2,4,RO
U081,498.99,6,4,MX
U141,454.65,2,0,CV
U166,311.96,4,3,OM
U137,219.96,5,1,FR
U268,196.93,7,1,QA
U332,387.8,6,3,NP
U199,196.53,1,0,NL
U152,351.12,9,2,SZ
U155,351.97,7,3,CN
U297,229.8,6,1,SV
U193,394.04,7,2,DJ
U435,103.89,10,2,VN
U388,492.45,10,2,AM
U025,171.72,7,1,UZ
U107,279.42,4,4,GM
U210,416.14,9,2,HR
U184,373.51,8,3,HN
U476,131.73,5,4,IQ
U216,281.58,5,3,HU
U251,181.74,8,1,VU
U029,129.85,8,5,DK
U283,163.35,2,5,DZ
U224,118.63,4,4,MK
U090,436.57,5,3,ET
U104,241,2,1,HR
U303,163.18,3,0,PK
U137,277.41,6,1,MK
U265,342.53,4,1,HT
U289,211.17,9,1,TM
U155,436.76,4,4,AE
U001,353.48,5,1,AT
U404,370.23,2,1,BZ
U408,381.18,1,1,AO
U478,198.43,7,3,AZ
U385,286.34,6,0,IT
U477,257.83,8,2,TL
U454,323.34,3,4,NR
U114,284.55,10,2,MX
U237,382.96,10,1,AE
U292,335.67,8,1,GE
U490,196.24,7,3,NI
U186,304.08,7,5,TO
U193,366.4,6,2,KW
U372,327.76,7,0,MH
U212,207.36,3,1,MM
U294,337.81,1,3,LB
U235,420.53,7,2,EE
U134,442.01,8,2,MA
U195,487.01,1,4,SB
U402,276.98,4,2,KP
U432,302.57,10,4,MM
U315,292.05,4,1,US
U043,299.15,4,2,NL
U143,315.35,7,2,KE
U492,467.73,8,4,BW
U290,133.39,8,0,PW
U018,217.83,8,1,PK
U138,277.25,5,1,KP
U016,381.98,5,5,CU
U407,442.77,2,5,IQ
U071,166.16,1,1,GR
U109,250.86,9,0,PH
U039,348.17,5,0,NO
U040,417.75,4,4,RW
U049,225.4,10,0,VN
U217,433.94,8,4,DO
U268,212.68,2,2,CO
U345,397.46,2,5,DK
U298,294.43,9,2,CL
U138,129.72,3,5,FJ
U170,305.52,1,4,IT
U383,156.29,1,5,LV
U381,214.26,4,0,SV
U297,205.55,5,2,EE
U147,381.75,1,5,MZ
U236,103.18,10,5,IL
U296,422.27,4,0,EE
U281,326.71,6,2,GR
U391,153.86,9,1,TN
U464,410.24,3,5,PA
U340,211.93,8,4,BF
U385,414.69,2,4,SC
U183,199.4,8,5,MR
U254,122.49,4,1,NR
U485,470.36,3,3,MM
U229,268.93,1,1,UG
U089,275.12,4,3,TR
U354,469.27,2,5,AM
U286,216.44,1,2,AU
U308,258.26,7,4,TJ
U408,420.15,7,0,EE
U411,227.14,7,4,CF
U438,131.58,5,4,BW
U083,183.81,7,2,FJ
U336,183.61,6,5,ES
U029,125.24,2,2,YE
U234,131.78,9,3,KH
U199,452.9,5,0,NP
U234,387.71,8,4,KN
U242,304.46,9,5,PK
U465,247.75,9,0,SV
U421,277.17,8,5,NG
U019,190.1,10,1,IQ
U045,450.11,8,1,EC
U002,425.04,9,2,EE
U371,290.86,9,0,NG
U137,377.76,9,3,FM
U110,389.56,5,1,KR
U342,386.33,6,0,PW
U264,494.84,9,5,IR
U055,377.22,8,2,PA
U394,210.09,10,3,BJ
U287,176.22,6,0,CZ
U280,462.08,8,1,AU
U335,280.4,10,1,RW
U387,265.94,8,2,CZ
U185,111.11,2,2,BN
U192,299.87,2,3,ZW
U101,193.29,5,1,LU
U233,173.95,10,5,ZA
U083,141.46,2,1,ML
U463,473.3,8,3,GN
U023,499.29,10,0,CN
U274,439.98,5,1,QA
U498,278.12,7,2,NE
U034,281.26,2,2,NL
U127,194.42,10,2,VE
U029,338.23,1,5,EE
U254,424.51,7,3,WS
U078,363.59,10,1,TM
U198,133.37,3,2,DE
U338,454.26,4,5,SV
U260,102.28,10,4,BY
U388,364.21,6,0,CF
U338,477.64,2,2,NO
U015,326.27,1,0,NI
U439,265.49,9,5,PS
U124,130.7,4,2,CI
U297,419.56,3,3,IR
U092,320.64,8,3,MZ
U082,441.14,9,5,BI
U263,467.74,7,0,BN
U137,163.72,7,4,MH
U032,390.39,9,0,LA
U221,458.58,7,5,SA
U037,106.22,9,3,SK
U222,100.03,10,2,LV
U489,130.94,10,4,TR
U119,309.69,9,1,SM
U473,233.86,5,1,GB
U381,438.59,3,5,ET
U055,337.42,1,5,CG
U426,470.62,1,1,IR
U138,121.2,4,4,NO
U404,466.22,3,3,HT
U184,225.24,7,3,SV
U466,134,6,2,NZ
U489,480.05,1,1,HN
U059,199.82,4,4,GW
U401,316.99,1,5,AD
U356,116.57,6,2,YE
U412,210.7,3,5,MX
U192,288.38,5,0,LB
U192,125.66,2,5,MX
U086,322.85,2,2,MK
U124,441.37,5,0,MV
U236,497.56,3,4,US
U483,113.02,1,0,HU
U213,221.13,8,4,LT
U313,121.04,7,1,DJ
U192,457.67,6,3,MM
U160,398.54,2,2,SE
U404,469.09,4,2,KN
U273,383.09,4,5,NO
U241,328.87,6,3,SD
U182,231.19,3,2,EG
U476,486.8,10,2,CH
U209,457.7,5,3,CG
U265,468.4,10,2,RW
U203,350.86,6,4,ST
U479,123.25,8,5,LU
U429,485.65,7,4,GB
U471,292.77,1,1,ES
U281,340.17,4,2,NO
U068,176.22,10,0,LC
U338,455.47,7,3,VU
U241,444.96,2,3,KI
U137,418.68,1,1,FM
U067,492.47,9,1,BO
U336,297.76,5,3,TL
U020,293.89,10,5,BG
U079,274.81,3,1,NI
U431,119.87,10,3,BE
U150,230.93,8,2,UA
U024,465.11,1,1,AZ
U084,437.07,5,2,GY
U405,232.91,6,1,IL
U278,159.87,4,3,AG
U433,288.88,9,0,CF
U468,103.29,7,1,CU
U369,209.35,9,0,HT
U281,171.78,8,2,SV
U264,260.28,7,3,AD
U196,204.38,2,1,OM
U407,122.76,3,0,PL
U078,336.27,10,3,LA
U428,205.38,8,0,NL
U201,398.46,7,5,EG
U464,300.09,8,0,CF
U157,402.75,7,4,SY
U450,412.14,3,2,TZ
U277,404.03,2,4,NO
U421,235,4,1,IT
U241,203.14,6,0,SV
U160,142.36,5,2,MV
U388,307.29,6,1,KW
U070,299.46,7,4,CG
U102,299.6,2,3,SG
U191,417.33,5,1,TL
U196,220.04,4,1,MG
U324,323.23,2,1,SD
U179,415.49,6,0,LV
U285,253.07,4,0,AG
U343,247.64,9,1,MD
U144,322.54,4,3,MM
U364,478.9,5,2,WS
U075,327.01,9,5,BS
U199,368.47,10,2,VC
U040,445.12,10,3,FI
U195,241.65,6,2,QA
U289,296.04,4,3,PE
U246,322.66,2,2,ZA
U387,260.6,3,5,UA
U154,395.21,1,2,RW
U238,252.57,1,4,HU
U452,482.99,9,1,CG
U349,455.03,6,3,TL
U119,205.06,10,3,UY
U082,393.65,1,3,MZ
U361,136.56,5,1,GY
U006,219.6,1,2,FJ
U452,493.42,1,1,SK
U194,398.64,3,0,NI
U161,349.65,5,3,KW
U038,469.74,2,0,TO
U090,406.3,8,4,DZ
U030,399.49,1,1,KH
U164,297.47,4,2,ES
U500,351.66,7,0,SG
U101,312.01,5,1,TW
U103,124.23,3,4,BB
U355,238.62,4,4,UA
U133,117.45,8,3,AZ
U212,231.36,4,2,NP
U401,149.54,4,0,HR
U386,275.3,2,4,BS
U170,304.72,4,1,IQ
U202,266.02,5,5,NA
U398,408.36,3,4,GY
U429,170.71,5,1,PY
U372,303.94,2,2,BO
U448,451.11,5,4,BO
U492,478.95,8,5,TV
U279,277.7,2,5,KG
U117,217.33,9,3,CF
U477,201.91,10,2,CI
U238,264.39,8,3,FJ
U487,325.38,7,4,BI
U219,301.96,3,1,DJ
U314,217.93,2,2,MX
U423,449.64,8,1,IE
U153,470.76,8,4,HN
U203,278.11,10,5,SA
U335,252.86,5,2,GD
U269,315.59,3,3,IN
U296,275.66,10,1,MV
U409,104.24,3,0,CM
U465,271.67,2,5,AG
U384,131.12,1,2,SL
U334,205.87,2,2,NR
U054,270.37,8,1,LA
U424,330.71,3,5,HR
U253,161.66,8,3,CA
U057,472.75,5,1,DE
U029,338.39,9,3,KN
U126,360.22,3,3,LU
U193,287.01,2,0,CO
U082,264.45,6,4,TT
U398,141.91,2,4,BR
U124,118.95,8,4,ET
U203,200.63,6,5,IL
U216,446.22,1,1,GW
U203,413.37,8,3,UG
U444,228.98,10,5,KR
U060,111.72,7,3,GH
U368,297.73,4,0,MT
U247,105.56,2,0,TL
U114,375.12,4,1,MH
U070,448.28,3,3,KI
U008,239.15,5,0,BJ
U361,484.61,1,4,AT
U233,384.14,5,0,HN
U077,314.75,10,3,DJ
U067,102.39,7,3,PL
U467,459.65,2,3,OM
U308,465.04,10,1,BW
U411,321.44,7,1,TG
U196,171.61,6,1,DK
U088,213.58,2,0,CZ
U412,247.09,10,5,EE
U193,282.62,7,5,UY
U197,141.06,7,5,BH
U171,350.05,3,3,AL
U325,468.39,8,5,PY
U028,292.89,2,3,ST
U169,118.3,5,2,TW
U229,271.15,6,4,PG
U458,152.49,8,2,AG
U075,136.94,1,0,ZM
U274,390.45,7,2,UG
U492,419.35,6,2,TW
U132,170.75,9,3,CV
U414,403.89,7,3,LA
U019,219.76,9,5,KW
U053,445.65,7,1,MR
U434,203.58,3,0,AG
U206,104.27,4,2,TW
U486,354.04,8,2,AU
U413,418.22,9,1,BA
U017,144.3,6,1,YE
U491,163.38,8,3,BW
U411,480.82,8,5,BZ
U329,398.13,2,3,BW
U331,348.86,8,4,CD
U282,313.89,2,3,VN
U024,178.51,3,4,OM
U458,481.49,2,0,LY
U104,285.55,10,5,GR
U134,489.19,10,3,UG
U317,414.06,10,1,AD
U320,121.75,4,3,TM
U279,309.55,10,3,MK
U181,330.49,2,1,GH
U098,168.23,8,2,MW
U461,408.14,7,1,NE
U103,238.12,8,4,BH
U324,333.6,1,3,RW
U134,207.04,8,5,FJ
U187,214.63,1,0,BN
U077,286.13,1,3,AT
U410,451.3,3,1,SC
U235,256.43,3,0,KM
U406,393.81,8,0,OM
U375,313.36,10,3,GR
U461,444.23,7,4,PW
U120,111.7,3,4,US
U133,170.55,5,1,MH
U011,409.68,5,1,LK
U041,236.9,6,5,HR
U072,262,3,1,RS
U375,151.62,8,5,MU
U212,312.85,9,5,AR
U048,265.98,5,4,AF
U430,397.2,4,4,EC
U176,443.88,1,0,GA
U342,315.89,1,3,GQ
U474,159.49,4,4,AD
U367,296.36,10,3,KN
U047,363.27,9,1,UG
U394,416.85,8,5,US
U013,439.96,9,5,GW
U420,450,1,2,LS
U173,167.36,7,3,KG
U168,118.91,5,1,LY
U061,361.51,7,4,BF
U062,387.31,6,1,WS
U015,283.07,10,0,LA
U068,190.59,5,0,KM
U043,248.66,10,4,LK
U252,234.82,2,3,LA
U389,240.7,9,4,EG
U146,453.15,7,0,IN
U102,142.24,9,5,FJ
U097,149.3,5,3,HN
U479,275.24,10,1,TM
U487,251.51,9,3,MH
U244,130.76,8,5,DK
U201,382.11,5,4,DZ
U075,160.67,10,4,AL
U116,329.02,4,3,VU
U442,450.38,3,3,CF
U222,487.31,1,1,UY
U315,316.68,4,2,NO
U272,258.63,10,5,NL
U380,449.39,3,5,LV
U277,177.14,3,0,LR
U466,442.35,7,0,KM
U069,121.74,9,2,KI
U236,412.22,7,5,EG
U219,197.39,9,5,AF
U433,444.69,8,4,GD
U275,305.37,1,3,GR
U334,175.2,4,1,VA
U278,157.72,8,2,KG
U430,124.25,6,2,CM
U439,159.27,6,3,SE
U103,230.49,8,4,VE
U031,210.36,9,2,CA
U064,118.4,6,0,KZ
U160,319.83,5,0,DE
U305,478.1,6,4,KR
U302,107.85,8,2,MK
U122,345.78,7,3,CD
U410,107.34,6,4,DO
U452,275.68,4,5,OM
U171,420.3,1,2,BZ
U134,285.23,10,3,BW
U100,181.72,3,5,ML
U153,483.44,5,4,SB
U077,359.78,7,1,MN
U218,323.54,5,4,IS
U373,464.55,4,1,CG
U166,426.89,1,5,MV
U100,314.33,9,3,PS
U355,180.04,2,5,UY
U432,455.51,4,0,GH
U189,456.81,3,3,ME
U053,401.87,3,3,RS
U441,492.9,3,1,CV
U468,355.89,6,5,KP
U257,274.81,8,5,PE
U118,229.05,6,4,CD
U405,217.15,1,0,DK
U276,214.88,5,4,MG
U235,484.06,2,3,LU
U061,484.92,3,4,FR
U284,440.66,3,1,AL
U341,402.1,7,4,HR
U074,416.03,7,3,BG
U065,192.58,5,4,UA
U487,110.93,4,3,BA
U065,102.33,6,1,NI
U064,272.24,1,5,KP
U269,190.06,10,3,LT
U015,424.77,5,5,PS
U247,434.62,6,5,LY
U284,385.83,6,3,GN
U434,100.52,8,3,KN
U239,313.47,4,3,PG
U157,378.53,2,1,EG
U336,480.69,5,4,JO
U090,298.6,10,3,EG
U015,115.26,3,3,AZ
U035,210.37,7,1,UZ
U007,444.88,7,2,AD
U364,373.3,3,1,JM
U450,288.12,3,3,CU
U161,349.53,5,1,BH
U499,102.13,8,3,NO
U283,213.06,8,0,BA
U112,453.43,7,0,MV
U004,491.01,1,3,SA
U169,354.18,4,2,HU
U316,478.88,9,2,CZ
U367,399.03,3,0,TG
U326,428.57,9,2,BF
U004,123.07,1,0,GT
U367,287.96,8,5,IT
U305,150.6,2,4,TN
U225,361.94,1,2,CO
U038,330.78,1,0,BD
U005,163.92,3,5,IS
U010,282.18,5,1,LI
U435,205.15,6,4,VC
U319,145.43,9,1,GQ
U472,175.23,9,4,TT
U248,374.25,7,4,IQ
U001,407.18,5,0,EE
U380,228.26,2,0,SR
U128,352.23,8,0,VE
U369,119.97,10,3,WS
U001,441.7,4,2,UY
U288,458.01,10,1,PW
U382,318.17,10,4,PL
U321,480.36,7,5,LC
U382,466.22,10,1,BE
U376,231.36,8,0,DZ
U146,292.88,10,5,CU
U381,461.16,4,3,ZM
U373,303.18,4,4,VC
U176,100.1,10,0,RO
U382,213.1,4,3,RO
U443,293.89,4,3,GQ
U300,109.74,9,5,US
U345,163.97,4,4,CD
U166,165.84,4,5,PK
U007,230.2,9,4,YE
U104,101.07,8,5,WS
U030,165.52,7,5,NA
U178,225.89,9,4,RW
U364,173.51,9,5,SZ
U402,248.18,4,3,ME
U019,156.01,9,0,CU
U497,314.5,7,4,TW
U255,129.19,9,1,HU
U133,436.88,10,2,NL
U152,459.35,9,3,GA
U262,146.83,3,5,BY
U421,231.79,6,0,CR
U181,201.16,9,3,CO
U281,132.25,2,3,GT
U322,420.39,8,2,VA
U470,321.14,4,0,ME
U185,289.59,9,1,SB
U161,404.31,7,4,BR
U385,409.87,9,5,CO
U174,105.38,2,0,WS
U430,244.58,7,1,VC
U212,183.31,6,4,NE
U446,446.18,3,0,KI
U478,398.47,3,1,BR
U371,148.15,4,1,VN
U407,312.24,6,1,GB
U394,206.89,1,5,UY
U293,305.15,8,2,PA
U342,243.54,10,2,BG
U463,137.04,10,3,TM
U474,215.8,4,3,AU
U222,150.87,8,0,ZM
U256,487.11,9,5,NP
U273,474.53,8,3,MR
U183,101.3,4,2,PG
U243,203.32,6,0,NO
U450,470.01,3,3,FJ
U065,491.01,2,5,HT
U243,393.99,10,2,SE
U432,249.47,10,4,MG
U446,232.49,9,3,DO
U316,332.19,1,3,RO
U158,465.68,7,3,GY
U439,185.14,9,1,KH
U217,420.89,5,3,TG
U456,161.61,10,2,MV
U339,262.87,7,3,HR
U252,349.99,1,0,KH
U221,413.84,4,2,AD
U345,253.07,4,1,CA
U455,328.7,5,4,PS
U408,466.95,3,4,PK
U500,206.09,10,1,MG
U465,190.45,10,1,DO
U364,286.19,6,4,SK
U074,344.7,1,1,MZ
U377,116.82,9,1,PH
U113,474.27,7,5,ZM
U034,369.75,8,5,KZ
U383,171.27,3,4,SA
U231,181.46,3,2,KG
U034,119.37,7,0,DM
U364,491.5,7,4,NI
U438,246.79,3,4,GE
U090,179.48,9,5,FM
U245,424.48,2,0,MU
U117,275.58,1,1,JO
U030,159.48,8,3,SO
U494,431.78,7,4,TM
U380,439.06,8,0,MZ
U196,181.43,8,3,CZ
U345,182.07,8,3,AL
U020,438.13,9,2,CD
U448,346.26,7,4,EE
U191,154.76,8,4,ME
U301,225.18,4,2,VN
U250,495.39,10,3,AR
U443,127.81,8,3,HT
U272,188.73,2,2,CO
U347,272.1,9,1,GY
U167,331.44,2,3,YE
U438,447.85,10,1,KH
U307,272.27,1,2,GH
U046,183.02,6,4,IT
U480,271.01,10,4,IS
U405,371.2,8,2,RW
U118,177.98,5,0,SE
U186,363.11,7,5,LR
U304,460.45,9,5,CR
U403,487.49,10,5,NL
U396,377.19,10,3,AE
U105,338.47,4,0,KW
U310,416.88,4,5,HR
U268,249.13,1,2,BE
U274,268.29,6,2,CM
U183,404.25,4,3,RU
U209,247.26,8,1,DO
U014,401.66,5,0,VE
U121,333.46,1,4,BN
U128,496.89,7,1,VN
U301,466.46,3,3,DM
U179,252.59,5,2,RO
U500,193.08,3,3,ZM
U370,361.23,7,5,GA
U282,491.51,2,2,QA
U156,313.64,1,1,VA
U039,346.95,4,4,US
U337,331.58,4,3,ST
U163,450.96,3,3,RS
U337,412.42,5,5,LU
U061,195.94,9,4,CU
U106,369.52,8,2,KN
U337,118.55,8,3,GQ
U264,179.39,4,0,CU
U382,212.48,7,4,NG
U172,424.18,6,4,LC
U495,184.08,2,0,FM
U215,425.17,9,5,RW
U329,376.6,9,3,MZ
U442,310.06,5,3,LY
U391,403.56,10,4,MU
U364,141.46,2,0,ZW
U167,328,10,3,TZ
U310,101.63,9,1,HR
U233,158.07,7,5,NP
U446,110.84,7,0,HR
U279,390.51,2,5,NL
U178,363.59,4,0,CZ
U369,298.26,3,0,SY
U433,203.4,10,0,GA
U374,109.7,5,3,AF
U081,224.13,1,4,KG
U267,409.91,7,3,ET
U136,318.51,4,3,PE
U449,274.21,6,3,NA
U258,251.81,8,3,MD
U266,306.04,3,5,TN
U218,286.92,5,0,CV
U211,424.71,8,0,PE
U334,360.93,7,1,MY
U440,255.48,4,1,KW
U196,395.29,10,0,AG
U153,285.64,9,0,DE
U165,290.65,6,5,AT
U482,302.5,8,1,JM
